file_path,file_name,language
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\98-travaux en cours\03-ASSESSREP\20170425 - ASSESSREP 001 - OHQ.docx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\98-travaux en cours\03-ASSESSREP\20170425 - ASSESSREP 001 - OHQ.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\98-travaux en cours\03-ASSESSREP\20170426 - ASSESSREP 002 - OHQ.docx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\98-travaux en cours\03-ASSESSREP\20170426 - ASSESSREP 002 - OHQ.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170418_OHQ_ALL_DSP ADD1.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170418_OHQ_ALL_DSP ADD1.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170418_OHQ_ALL_ROE_validé CEM.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170418_OHQ_ALL_ROE_validé CEM.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170418_OHQ_ALL_SMI.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170418_OHQ_ALL_SMI.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170418_OHQ_ALL_TGT_Directive.docx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170418_OHQ_ALL_TGT_Directive.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170419_Backbrief FHQ.pptx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170419_Backbrief FHQ.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170419_OHQ_ALL_stratCOMM_Directive.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170419_OHQ_ALL_stratCOMM_Directive.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170420_OHQ_ALL_additional SPD-invasion PEN SEQ.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170420_OHQ_ALL_additional SPD-invasion PEN SEQ.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170421-OHQ_ALLIANCE_ACTORD.docx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170421-OHQ_ALLIANCE_ACTORD.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170423_OHQ_ALL_DSP complémentaire-études diverses.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\99-archives\20170423_OHQ_ALL_DSP complémentaire-études diverses.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\ALL Working Doc.pptx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\ALL Working Doc.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\20170329_OHQ_ALL_COMM_Directive.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\20170329_OHQ_ALL_COMM_Directive.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\20170330_OHQ_ALL_SMI corrigé.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\20170330_OHQ_ALL_SMI corrigé.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\20170406_DR_ALL_ANNEX 10_ROE_E.doc.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\20170406_DR_ALL_ANNEX 10_ROE_E.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\20170418_OHQ_ALL_TGT_Directive.docx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\20170418_OHQ_ALL_TGT_Directive.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\ALL - DCOPER brief.pptx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\ALL - DCOPER brief.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\ALL Working Doc.pptx.txt","Archives coalition\alliance\OHQ ALL\PRODUCTION OHQ\Archives\ALL Working Doc.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\RFI\RFI ALLIANCE.xlsx.csv","Archives coalition\alliance\OHQ ALL\RFI\RFI ALLIANCE.xlsx.csv",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\SOPs OHQ\COAL-le niveau stratégique - Annexe 3 - main courante.xlsx.csv","Archives coalition\alliance\OHQ ALL\SOPs OHQ\COAL-le niveau stratégique - Annexe 3 - main courante.xlsx.csv",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\WORKING GROUPS\03301901_Coalition 3 - MAB.ppt.txt","Archives coalition\alliance\OHQ ALL\WORKING GROUPS\03301901_Coalition 3 - MAB.ppt.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\WORKING GROUPS\GPO_ALL1_MAB.ppt.txt","Archives coalition\alliance\OHQ ALL\WORKING GROUPS\GPO_ALL1_MAB.ppt.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\OHQ ALL\WORKING GROUPS\MAB-ALL2.ppt.txt","Archives coalition\alliance\OHQ ALL\WORKING GROUPS\MAB-ALL2.ppt.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\20170420_OHQ_ALL_COMM_ carto.pptx.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\20170420_OHQ_ALL_COMM_ carto.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\24 AVRIL\COMMUNIQUE 2404.pptx.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\24 AVRIL\COMMUNIQUE 2404.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\24 AVRIL\POINT PRESSE 2304.doc.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\24 AVRIL\POINT PRESSE 2304.doc.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\24 AVRIL\POINT PRESSE 2404 - Copie.pdf.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\24 AVRIL\POINT PRESSE 2404 - Copie.pdf.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\24 AVRIL\POINT PRESSE 2404.pptx.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\24 AVRIL\POINT PRESSE 2404.pptx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\25 AVRIL\COMMUNIQUE 2404.pptx.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\25 AVRIL\COMMUNIQUE 2404.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\25 AVRIL\POINT PRESSE 2504.pptx.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\25 AVRIL\POINT PRESSE 2504.pptx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\COAL_INVITATION POINT PRESSE.docx.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\COAL_INVITATION POINT PRESSE.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\Conférence de presse.doc.txt","Archives coalition\alliance\PAOCONSCOM\01_POINTS PRESSE\Conférence de presse.doc.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_02_23042017.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_02_23042017.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_03_23042017.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_03_23042017.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_04_23042017.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_04_23042017.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_22042017.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_22042017.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_23042017 - rev POLAD.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_23042017 - rev POLAD.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_23042017.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_23042017.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_25042017_1600Z.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_25042017_1600Z.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_26042017_0830Z.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_26042017_0830Z.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_26042017_1300Z.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_26042017_1300Z.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_27042017_0800Z.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_COMMUNIQUE DE PRESSE_27042017_0800Z.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_NOTE AUX REDACTIONS.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_NOTE AUX REDACTIONS.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_NOTE AUX REDACTIONS_20170427.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\COAL_NOTE AUX REDACTIONS_20170427.docx.txt",lv
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\Déclaration DCOM ALL - 271530.docx.txt","Archives coalition\alliance\PAOCONSCOM\02_COMMUNIQUES DE PRESSE ET NAR\Déclaration DCOM ALL - 271530.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL CONPLAN1.docx.txt","Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL CONPLAN1.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_01_ENTREE AJF EN SQN.docx.txt","Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_01_ENTREE AJF EN SQN.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_02_PERTES AMIES REACTION AJF.docx.txt","Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_02_PERTES AMIES REACTION AJF.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_02_PERTES AMIES.docx.txt","Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_02_PERTES AMIES.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_03_CIV-CAS.docx.txt","Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_03_CIV-CAS.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_08_ATK TERRO_CYBER.docx.txt","Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_08_ATK TERRO_CYBER.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_260915ZAPR2017.docx.txt","Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_260915ZAPR2017.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_LIST.docx.txt","Archives coalition\alliance\PAOCONSCOM\03_ELEMENTS DE LANGAGE VALIDES\COAL_EDL_LIST.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\04_CONOPS ET JCO\170418_ALL_CONOPS_TASKING.docx.txt","Archives coalition\alliance\PAOCONSCOM\04_CONOPS ET JCO\170418_ALL_CONOPS_TASKING.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\04_CONOPS ET JCO\170419_ALL_CONOPS_CONSCOM.docx.txt","Archives coalition\alliance\PAOCONSCOM\04_CONOPS ET JCO\170419_ALL_CONOPS_CONSCOM.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\04_CONOPS ET JCO\20042017_ANNEXE PAO.docx.txt","Archives coalition\alliance\PAOCONSCOM\04_CONOPS ET JCO\20042017_ANNEXE PAO.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\05_FROM OHQ\20170419_OHQ_ALL_stratCOMM_Directive.doc.txt","Archives coalition\alliance\PAOCONSCOM\05_FROM OHQ\20170419_OHQ_ALL_stratCOMM_Directive.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\05_FROM OHQ\20170420_OHQ_ALL_COMM_EDL conf presse V3.doc.txt","Archives coalition\alliance\PAOCONSCOM\05_FROM OHQ\20170420_OHQ_ALL_COMM_EDL conf presse V3.doc.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\06_MEDIA ANALYSIS\Focus Défense du 18-04-2017.pdf.txt","Archives coalition\alliance\PAOCONSCOM\06_MEDIA ANALYSIS\Focus Défense du 18-04-2017.pdf.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\06_MEDIA ANALYSIS\RADAR MEDIA.xlsx.csv","Archives coalition\alliance\PAOCONSCOM\06_MEDIA ANALYSIS\RADAR MEDIA.xlsx.csv",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20070726_NP_DIA-3-10-2-COMOPS.pdf.txt","Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20070726_NP_DIA-3-10-2-COMOPS.pdf.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20150204_NU_NIMFOR_R_JTF_PE_SC_JCO02_ANXX_PAO_DRAFT 2.docx.txt","Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20150204_NU_NIMFOR_R_JTF_PE_SC_JCO02_ANXX_PAO_DRAFT 2.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20160301_NU_NIMFOR_U_JTF_PE_SCPAO_Talking_points_Cyber_attack.docx.txt","Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20160301_NU_NIMFOR_U_JTF_PE_SCPAO_Talking_points_Cyber_attack.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20160315_NU_NIMFOR_U_JTF_PE_SCPAO_BELLTBDE_PAO_KIA.doc.txt","Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20160315_NU_NIMFOR_U_JTF_PE_SCPAO_BELLTBDE_PAO_KIA.doc.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20170125_NU_ASAF_U_JTF_PE_SC_PAO_CDHANDBOOK_8.pdf.txt","Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\20170125_NU_ASAF_U_JTF_PE_SC_PAO_CDHANDBOOK_8.pdf.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\201704XX - ASSESSREP 001 - J35.docx.txt","Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\201704XX - ASSESSREP 001 - J35.docx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\2017_COM de crise_EDG_FUSALBA [Mode de compatibilité].pdf.txt","Archives coalition\alliance\PAOCONSCOM\07_DOC DIVERS\2017_COM de crise_EDG_FUSALBA [Mode de compatibilité].pdf.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\alliance\PAOCONSCOM\Fil AFP 2016-04-26.docx.txt","Archives coalition\alliance\PAOCONSCOM\Fil AFP 2016-04-26.docx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Amphibie.pptx.txt","Archives coalition\Boite  outils et SOPs\Armement\Amphibie.pptx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armement naval anti aérien.ppt.txt","Archives coalition\Boite  outils et SOPs\Armement\Armement naval anti aérien.ppt.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armement naval anti navires.ppt.txt","Archives coalition\Boite  outils et SOPs\Armement\Armement naval anti navires.ppt.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armement naval anti sous marins.ppt.txt","Archives coalition\Boite  outils et SOPs\Armement\Armement naval anti sous marins.ppt.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armement naval.pptx.txt","Archives coalition\Boite  outils et SOPs\Armement\Armement naval.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armes anti chars.pptx.txt","Archives coalition\Boite  outils et SOPs\Armement\Armes anti chars.pptx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armes collectives.ppt.txt","Archives coalition\Boite  outils et SOPs\Armement\Armes collectives.ppt.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armes courtes.ppt.txt","Archives coalition\Boite  outils et SOPs\Armement\Armes courtes.ppt.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armes de précision.ppt.txt","Archives coalition\Boite  outils et SOPs\Armement\Armes de précision.ppt.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armes Laser.pptx.txt","Archives coalition\Boite  outils et SOPs\Armement\Armes Laser.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armes longues.ppt.txt","Archives coalition\Boite  outils et SOPs\Armement\Armes longues.ppt.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Armes légères.pptx.txt","Archives coalition\Boite  outils et SOPs\Armement\Armes légères.pptx.txt",en
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Artillerie - sol air.pptx.txt","Archives coalition\Boite  outils et SOPs\Armement\Artillerie - sol air.pptx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Artillerie - sol sol.pptx.txt","Archives coalition\Boite  outils et SOPs\Armement\Artillerie - sol sol.pptx.txt",fr
"C:/Users/Ambroise Prevel/Dropbox/HEC/Cours/Digital/DGA/formated_data/Archives coalition\Boite  outils et SOPs\Armement\Autres avions.pptx.txt","Archives coalition\Boite  outils et SOPs\Armement\Autres avions.pptx.txt",fr
